实习职位,实习薪资,工作地点,实习天数,实习月份
情感心理学音频处理,100-150/天,全国,2天/周,3个月
视觉助理,100-150/天,宁波,5天/周,7个月
微博运营实习生,100-150/天,北京,4天/周,4个月
新媒体用户运营实习生,面议,杭州,5天/周,6个月
产品经理助理,100-150/天,北京,5天/周,5个月
新媒体编辑,150-200/天,上海,5天/周,12个月
项目管理专员,150-200/天,上海,4天/周,5个月
软件维护工程师（2019届）,100-150/天,上海,5天/周,5个月
通信电源设计师,200-250/天,杭州,5天/周,4个月
游戏客户端开发工程师,250-300/天,广州,5天/周,4个月
电商运营管培生,面议,杭州,5天/周,4个月
数值策划实习生,100-150/天,杭州,5天/周,12个月
手绘设计师,100-150/天,上海,5天/周,10个月
运营客服实习生,100-150/天,南京,4天/周,13个月
编辑实习生（历史频道）,100-150/天,北京,5天/周,9个月
德语图书编辑实习,150-200/天,北京,2天/周,4个月
产品实习生（社区/媒体）,100-150/天,深圳,4天/周,3个月
2019暑期实习-燃烧性能排放工程师,100-150/天,武汉,5天/周,4个月
Visual and Interface Design Intern实习生（2020）,150-200/天,上海,4天/周,7个月
FPGA RTL Design Intern,250-300/天,上海,4天/周,8个月
运营实习生,1-2/天,北京,3天/周,4个月
音乐曲库实习生,50-100/天,上海,3天/周,3个月
C++服务器开发工程师,100-150/天,武汉,5天/周,6个月
天基物联网,200-250/天,成都,5天/周,8个月
亚马逊产品开发实习生,400-500/天,深圳,5天/周,4个月
数据报表开发实习生 (MJ001611),面议,广州,4天/周,4个月
Python爬虫实习生,150-200/天,成都,5天/周,4个月
新媒体电商运营,100-150/天,广州,5天/周,5个月
公众号运营,1-50/天,长沙,5天/周,5个月
三维重建算法工程师,200-250/天,杭州,4天/周,12个月
PHP实习生,面议,西安,5天/周,6个月
JAVA实习生,100-150/天,深圳,3天/周,7个月
HEC Technical Intern,250-300/天,上海,3天/周,7个月
后台开发实习生,200-250/天,北京,5天/周,3个月
Global BD Specialist,1-2/天,武汉,5天/周,12个月
深度学习实习生,300-400/天,上海,5天/周,5个月
算法实习生,200-250/天,北京,4天/周,4个月
软件测试实习生（虚拟化方向）,150-200/天,北京,4天/周,6个月
品牌推广/网站运营实习生,200-250/天,深圳,5天/周,4个月
IOS开发实习生,200-250/天,上海,5天/周,6个月
新媒体运营实习生（英语方向）（南京）,100-150/天,南京,4天/周,4个月
节目包装实习生,30-60/天,上海,5天/周,7个月
中文编辑,50-100/天,北京,3天/周,7个月
数据分析员,200-250/天,深圳,5天/周,5个月
动漫运营,150-200/天,北京,5天/周,4个月
社群与新媒体运维实习生,100-150/天,北京,4天/周,5个月
新媒体SNS,150-200/天,杭州,5天/周,5个月
开发实习生,100-150/天,大连,4天/周,4个月
软件开发实习生（TN/英文前端方向）,面议,广州,4天/周,4个月
UI设计,150-200/天,北京,5天/周,6个月
Kubernetes调度开发实习生 (MJ000201),150-200/天,上海,5天/周,8个月
系统运维专员,100-150/天,上海,3天/周,4个月
内容运营实习生,150-200/天,北京,3天/周,6个月
新媒体运营实习生,100-150/天,北京,5天/周,4个月
信号处理,200-250/天,成都,5天/周,8个月
平面设计师（实习）,100-150/天,上海,3天/周,4个月
设计实习生,50-100/天,武汉,5天/周,4个月
商品方向实习生,100-200/天,杭州,5天/周,4个月
设计实习生,100-150/天,杭州,5天/周,5个月
实习运维工程师,400-500/天,北京,4天/周,4个月
在线营销实习生,100-150/天,广州,1天/周,4个月
软件系统运维实习生,150-200/天,济南,5天/周,8个月
后端工程师（实习）,200-250/天,上海,4天/周,7个月
视觉设计实习生,150-200/天,北京,4天/周,4个月
新媒体编辑实习生,1-50/天,北京,5天/周,4个月
技术支持工程师（青海西宁）,100-150/天,西宁,5天/周,3个月
Java开发工程师,100-150/天,西安,5天/周,6个月
视频素材设计实习生 (MJ001004),面议,广州,3天/周,4个月
视觉艺术实习生,100-150/天,上海,4天/周,7个月
机械设计实习生,100-150/天,苏州,3天/周,7个月
今日头条【抖音&火山】大数据开发实习生,400-500/天,北京,4天/周,4个月
三维点云处理研发实习生（清洁能源中心）,50-100/天,成都,5天/周,5个月
Intern of Software Quality Assurance,150-210/天,成都,5天/周,6个月
C++研发工程师,300-400/天,上海,5天/周,8个月
运营推广实习（知识付费方向）,100-150/天,广州,5天/周,4个月
图像处理算法研发实习生（清洁能源中心）,100-150/天,成都,4天/周,4个月
运营实习生,面议,北京,5天/周,4个月
运营实习生,50-100/天,武汉,5天/周,5个月
产品经理助理,100-150/天,上海,4天/周,4个月
Python developer Intern,100-150/天,成都,5天/周,6个月
游戏用户体验研究实习生-日语方向,100-150/天,杭州,4天/周,5个月
武汉数据挖掘实习生,150-200/天,武汉,5天/周,12个月
数据建模分析师,150-200/天,武汉,5天/周,7个月
量化实习生,150-200/天,上海,4天/周,4个月
财经编辑实习生,150-250/天,武汉,5天/周,6个月
主播运营实习生,100-150/天,北京,5天/周,4个月
运营管理部_AR管理工程师_实习,80-100/天,南京,4天/周,5个月
自媒体编辑专员,100-150/天,广州,5天/周,11个月
技术支持工程师,50-100/天,成都,5天/周,6个月
研发工程师JAVA,面议,杭州,5天/周,4个月
汽车类编辑实习生,100-150/天,北京,5天/周,4个月
后端工程师（实习生）,50-100/天,福州,5天/周,6个月
前端开发实习生,100-150/天,成都,3天/周,4个月
运营管理实习生-S0220,100-150/天,北京,5天/周,6个月
游戏C++服务器实习生,面议,北京,5天/周,18个月
海外社群运营实习生（英语）,100-150/天,北京,4天/周,4个月
粉丝用户运营实习生,100-150/天,北京,5天/周,10个月
美工设计,150-200/天,上海,3天/周,10个月
天地一体化网络技术研究,200-250/天,成都,5天/周,8个月
运营实习生,50-100/天,珠海,5天/周,3个月
信息化工程规划设计咨询工程师,面议,重庆,5天/周,10个月
社群运营/用户运营 （K12教育社群）,100-150/天,广州,4天/周,10个月
春季实习-黑盒测试实习生 (MJ000321),面议,广州,4天/周,4个月
电商实习生,100-150/天,上海,4天/周,9个月
平面设计助理,100-150/天,上海,1天/周,10个月
法语游戏运营,100-150/天,北京,4天/周,4个月
自动化测试实习生,150-200/天,上海,4天/周,10个月
游戏动作实习生（2D）,150-200/天,成都,5天/周,11个月
系统运维工程师,面议,广州,5天/周,12个月
系统运行支持助理,100-150/天,上海,5天/周,6个月
法律AI研究员,150-200/天,杭州,5天/周,11个月
文案制作实习生,50-100/天,上海,3天/周,10个月
语音标注实习生,100-150/天,北京,5天/周,6个月
嵌入式软件实习生,150-200/天,上海,3天/周,4个月
视频制作实习生（大二大三）,面议,深圳,3天/周,4个月
C/C++语言辅导老师,100-150/天,东莞,5天/周,4个月
内容运营实习生（有叻）,100-150/天,上海,3天/周,4个月
视觉设计实习生,150-200/天,杭州,4天/周,7个月
游戏测试-阴阳师高玩方向,100-150/天,广州,5天/周,5个月
测试实习生,面议,北京,5天/周,4个月
设计实习生/美工,150-200/天,北京,3天/周,5个月
平面设计师实习生,150-200/天,杭州,5天/周,10个月
运营实习,100-150/天,北京,5天/周,10个月
Android开发实习生,150-200/天,上海,4天/周,4个月
新媒体运营实习生,150-200/天,上海,5天/周,7个月
C/C++开发工程师,150-200/天,杭州,6天/周,11个月
运营实习生（社群方向）,100-150/天,广州,3天/周,5个月
实施工程师,100-150/天,武汉,5天/周,4个月
JavaScript/H5编程讲师/助教,100-150/天,佛山,5天/周,3个月
社群运营实习生,100-150/天,北京,5天/周,4个月
产品运营,100-150/天,深圳,5天/周,4个月
数据工程师,200-250/天,北京,5天/周,3个月
IoT项目实习生,160-180/天,北京,7天/周,3个月
医学类生物类电子书实习编辑,100-150/天,北京,2天/周,4个月
软件实施工程师,50-100/天,天津,3天/周,4个月
VBA 实习生,50-100/天,上海,3天/周,4个月
数据挖掘工程师实习生,150-200/天,北京,5天/周,6个月
微博运营实习生,150-200/天,北京,4天/周,4个月
渠道运营,150-200/天,杭州,5天/周,11个月
网络空间安全高级研究人才,100-150/天,北京,5天/周,10个月
C#开发工程师,300-400/天,上海,5天/周,11个月
网络推广实习生,50-100/天,广州,5天/周,4个月
研发助理（实习生,150-200/天,深圳,5天/周,7个月
java开发实习生,200-250/天,杭州,5天/周,4个月
CAE软件测试实习生,100-150/天,广州,3天/周,4个月
FPGA逻辑设计,200-250/天,成都,5天/周,8个月
平面设计实习生,50-100/天,上海,3天/周,6个月
活动运营实习生 (MJ001751),面议,广州,4天/周,4个月
服务器运维实习生,100-150/天,上海,3天/周,4个月
测试开发/助理开发工程师,150-200/天,北京,5天/周,4个月
IT实习生,100-150/天,北京,4天/周,4个月
产品运营（微信小程序）,面议,北京,5天/周,4个月
短视频编辑实习生,50-100/天,西安,3天/周,4个月
展示设计,50-100/天,深圳,5天/周,7个月
流体实习生,100-150/天,上海,3天/周,4个月
编辑/文案实习生,100-150/天,上海,3天/周,4个月
OpenStack测试实习生,150-180/天,上海,5天/周,13个月
电商助理/直播实习生,100-150/天,广州,3天/周,10个月
2020届实习生项目—财经储备生,100-150/天,北京,5天/周,2个月
动画设计师,150-200/天,北京,3天/周,7个月
运营助理（实习生）,100-197/天,杭州,3天/周,5个月
社群运营专员（实习生）,150-200/天,上海,4天/周,4个月
产品文案,100-150/天,深圳,5天/周,7个月
产品实习生,100-150/天,武汉,5天/周,5个月
IT服务助理,150-200/天,广州,3天/周,7个月
广告优化实习生,100-150/天,广州,3天/周,4个月
用户运营实习生,100-150/天,北京,4天/周,4个月
游戏推广专员,100-150/天,成都,5天/周,11个月
工程设计实习生,250-300/天,北京,5天/周,4个月
微信运营总监,300-400/天,郑州,1天/周,4个月
IT实习生,100-150/天,深圳,5天/周,4个月
新媒体实习生,100-150/天,北京,4天/周,4个月
设计助理,100-150/天,上海,3天/周,4个月
美工及UI设计师实习生(美妆电商),150-200/天,杭州,3天/周,13个月
前端开发实习生,100-150/天,武汉,4天/周,4个月
产品专员,80-100/天,上海,3天/周,3个月
信号与信息处理软件实现,200-250/天,成都,5天/周,8个月
内容审核员,100-150/天,珠海,5天/周,10个月
iOS开发实习生,400-500/天,北京,4天/周,4个月
线上运营实习生,50-100/天,上海,3天/周,4个月
Python开发实习生,200-250/天,深圳,5天/周,6个月
数据库管理员DBA,150-200/天,北京,5天/周,7个月
营销设计实习生（融易通）,100-150/天,上海,4天/周,5个月
IT实习生,150-200/天,广州,5天/周,5个月
新媒体运营实习生（用户/内容方向）,150-200/天,北京,4天/周,4个月
视频剪辑实习生,100-150/天,南京,2天/周,4个月
系统运维实习生 (MJ000592),面议,广州,5天/周,4个月
UI设计师,150-200/天,北京,4天/周,4个月
网络安全实习生,100-150/天,南京,3天/周,9个月
产品助理,150-200/天,成都,5天/周,7个月
TTS数据实习生（英文）,100-150/天,南京,4天/周,4个月
网站运营培训生,100-150/天,广州,5天/周,15个月
中文新媒体实习编辑,1-50/天,广州,5天/周,4个月
2020年实习生项目—人力储备生,100-150/天,北京,5天/周,2个月
百信银行互联网产品实习生,100-150/天,北京,4天/周,4个月
Software Engineer Intern 软件开发实习生,200-250/天,北京,4天/周,6个月
云数据中心运维工程师,150-200/天,广州,5天/周,4个月
技术部实习生,100-150/天,上海,3天/周,10个月
大数据一体机产品管理实习生 (MJ000360),200-250/天,上海,3天/周,5个月
OpenStack(linux)运维技术支持实习生,150-180/天,北京,5天/周,13个月
项目管理实习生（视频方向）,200-250/天,北京,4天/周,5个月
编辑实习生,150-200/天,北京,4天/周,4个月
数据标注,150-200/天,北京,5天/周,4个月
网络管理,50-100/天,上海,4天/周,11个月
整合营销实习生,150-200/天,上海,4天/周,7个月
UI交互设计实习生,150-200/天,北京,5天/周,6个月
在线学习产品运营实习生,100-150/天,北京,5天/周,5个月
平面设计师（2020届实习）,100-150/天,南京,3天/周,4个月
运维实习生（西安）,100-150/天,西安,5天/周,4个月
文案编辑实习生,100-150/天,西安,3天/周,5个月
课程运营实习生,50-100/天,杭州,4天/周,5个月
AI训练师,100-150/天,"苏州,上海",5天/周,4个月
运营实习生（大二大三）,100-150/天,深圳,3天/周,4个月
新媒体（汽车/车展）助理实习生,1-50/天,上海,3天/周,10个月
运维开发实习生,150-200/天,北京,4天/周,4个月
传播运营实习生,300-400/天,上海,3天/周,4个月
APP研发实习生,1-50/天,广州,3天/周,3个月
内容产品运营实习生,100-150/天,北京,5天/周,4个月
平面设计师实习生,150-200/天,北京,3天/周,3个月
开发测试工程师,100-150/天,西安,5天/周,4个月
内容实习生,200-250/天,北京,5天/周,11个月
机器学习算法工程师,200-400/天,广州,5天/周,8个月
运营助理,150-200/天,上海,4天/周,6个月
游戏用户体验研究实习生（外语要求）-杭州,100-150/天,杭州,4天/周,5个月
文案策划实习生,100-150/天,上海,4天/周,3个月
自媒体运营实习生,150-200/天,北京,4天/周,4个月
测试实习生,50-100/天,广州,4天/周,4个月
客户运营实习生,150-200/天,北京,5天/周,6个月
H5实习生,100-150/天,北京,5天/周,4个月
测试实习生,150-200/天,杭州,4天/周,6个月
